Prompt	Category	Challenge	Note
Colorized transmission electron micrograph (TEM) that provides a detailed, high-magnification view into the subcellular world of a host cell infected with viruses. The image specifically captures a late stage of viral replication, where numerous newly formed viral particles, or virions, are gathered within the cell's internal membrane system. The most striking feature is the dense cluster of small, spherical virions, which have been artificially colored blue to make them stand out against the monochrome background of cellular structures. These particles are concentrated within the lumen (the inner space) of a large, irregularly shaped organelle, most likely a cisterna of the endoplasmic reticulum (ER) or the Golgi apparatus. Many viruses utilize the ER and Golgi as sites for assembling and budding new particles. Surrounding this zone of viral activity, the intricate ultrastructure of the cell's cytoplasm is visible in shades of gray. Several key organelles can be identified. Prominent among them are mitochondria, which appear as oval-shaped bodies containing fine, dark, folded inner membranes known as cristae. These are essential for cellular energy production. Also visible are other smaller vesicles and membrane fragments, indicating a complex and active cellular environment that has been commandeered for viral production. Overall, the image powerfully illustrates the process of viral pathogenesis at a microscopic level. It shows how a virus hijacks the host cell's own machinery and compartments to create copies of itself, effectively turning the cell into a factory for producing the next generation of infectious agents. The use of colorization on the virions creates a stark visual contrast that highlights the parasitic relationship between the virus and the host cell.	long text	Basic	source:long_text.jsonl
Sunlight filters down from the rippling surface, creating ethereal, god-like rays of light that pierce the water and illuminate the scene, along with beautiful bokeh effects. A female freediver is suspended gracefully in the water, her long, reddish-brown hair floating freely around her. She is wearing a dark bikini, a diving mask, and a pair of long, black freediving fins. Her body is oriented vertically as she extends her left hand, palm open, in a gentle offering to a massive school of fish that surrounds her. These fish, identified as Sergeant Major damselfish, are characterized by their silvery-white bodies with bold, black vertical stripes and touches of yellow on their upper body. They swarm inquisitively around her, with several gathering near her outstretched hand. To the left, a large, dark, and rugged rock formation covered in marine growth anchors the composition, providing a stark contrast to the vibrant blue of the open water. In her other hand, the diver holds a black selfie stick, capturing this intimate and peaceful interaction with the abundant marine life. The overall image is a stunning display of the beauty of the underwater world and the harmonious connection possible between humans and nature.	long text	Basic	source:long_text.jsonl
The iconic "Le Consulat" restaurant nestled in the heart of the historic Montmartre district in Paris, France. The image captures the quintessential charm of a classic Parisian street scene on what appears to be a beautiful day. The restaurant is housed in a striking, narrow, multi-story building with a clean white facade. On the top floor, two windows are adorned with flower boxes filled with red blossoms, and a small French flag proudly hangs from the left window box. Just below, the name "LE CONSULAT" is displayed in bold, red, three-dimensional letters on a white sign. The first-floor windows feature small, individual red awnings, and between them sits a distinctive red and white square logo. The ground floor is the heart of the activity, shaded by a large, retractable awning with broad stripes of teal green and vibrant red. The valance of the awning also bears the words "RESTAURANT" and "LE CONSULAT" in elegant lettering. Beneath this canopy, an outdoor seating area bustles with patrons. Several small, round tables are arranged on the cobblestone pavement, surrounded by traditional wicker-backed bistro chairs. People are casually dressed, enjoying meals, drinks, and conversation, soaking in the lively atmosphere. To the right, a large red parasol provides additional shade for another table. The restaurant is situated on a charming, curved street paved with weathered cobblestones, which adds to the historic ambiance of the location. In the foreground, short, light-colored stone bollards line the edge of the pavement. The surrounding area is filled with the energy of a popular tourist spot, with other people and buildings visible in the background, hinting at the dense and historic architecture of Montmartre. This very restaurant was once a popular meeting place for artistic legends such as Picasso, Van Gogh, Monet, and Toulouse-Lautrec, adding a rich layer of cultural history to the scene. The overall composition, with its bright colors, dynamic angles, and lively subjects, perfectly encapsulates a timeless Parisian moment.	long text	Basic	source:long_text.jsonl
The stylish Black woman basking in the bright sunshine against a striking, bold orange wall. Her posture exudes happiness and freedom as she stands with her arms outstretched to the sides, touching the wall, her head tilted back, and a radiant smile on her face. She is dressed in a chic and colorful ensemble. On her head, she wears a beautiful, intricately tied headwrap in shades of orange and red, with her dark hair styled in an updo beneath it. She sports a pair of fashionable white-framed sunglasses. Her top is a crisp, classic white button-down shirt with the collar slightly open and the long sleeves rolled up to her elbows. This is tucked into a high-waisted, A-line midi skirt that features a vibrant and complex African wax print (Ankara) pattern in hues of yellow, red, and dark brown. She carries two bags, adding to her eclectic style. Over her right shoulder hangs a simple, off-white canvas tote bag. In front, worn as a crossbody bag, is a smaller, highly decorative pouch with intricate embroidery, colorful tassels, and a rich, textured appearance. On her feet, she wears a pair of bright yellow, open-toed sandals with thick straps that perfectly complement the colors in her skirt. She accessorizes with large hoop earrings and a delicate bracelet on her left wrist. The background is dominated by the brilliantly saturated orange, paneled wall. A sharp, black diagonal line cuts across the bottom left corner, adding a graphic element to the composition. The woman is standing on a weathered concrete curb, with small tufts of green weeds sprouting from the cracks. Below the curb is an asphalt street with two parallel yellow lines painted on it. The direct, harsh sunlight creates a distinct, dark shadow of the woman against the wall, emphasizing the brightness of the day and the three-dimensional quality of the scene. The overall image is a powerful expression of personal style, confidence, and pure joy.	long text	Basic	source:long_text.jsonl
An elderly woman looking out from an open window. Her face, etched with the deep lines of a long life, breaks into a gentle and welcoming smile as she gazes towards the viewer. She wears simple, dark-colored clothing, which contrasts with the light, patterned headscarf tied around her head. One of her weathered hands is visible, resting gently near the windowsill. The woman is framed by a white, wooden casement window that shows significant signs of age. The white paint is cracked and peeling in many places, revealing the weathered wood beneath and adding a rustic charm to the scene. One section of the window is swung open inwards, revealing a dark and shadowy interior. A sheer, light-colored curtain with a subtle pattern hangs from this open pane. The upper, closed panes of the window catch the light, reflecting a clear and serene blue sky. Resting on the wide, white windowsill are two potted plants. On the right, a vibrant pink geranium is in full bloom, its bright flowers and green leaves adding a lively splash of color to the otherwise muted palette. It sits in a simple dark pot. On the left side of the sill, there is a small, empty terracotta pot with a piece of string or wire tied to it. The exterior wall of the house appears to be a light, off-white color. In the bottom-left corner of the image, the top of a metal ladder can be seen leaning against the house. The overall composition, with its soft lighting and the strong contrast between the bright exterior and the dark interior, creates a powerful focal point on the woman, evoking feelings of nostalgia, homeliness, and the quiet beauty of a captured moment in time.	long text	Basic	source:long_text.jsonl
Macro, close-up photograph capturing the dramatic moment of breaking into a classic crÃ¨me brÃ»lÃ©e. The focus is sharp on the point of impact, where a delicate silver spoon cracks the perfectly caramelized sugar crust. The surface shatters into glassy, amber shards, revealing the impossibly smooth, creamy, and velvety custard beneath. Soft, directional light illuminates the scene, catching the glint of the fractured sugar and highlighting the rich, vanilla-flecked texture of the silky custard. The depth of field is extremely shallow, with the foreground spoon and the crisp, white edge of the ramekin in sharp detail, while the background dissolves into a soft, impressionistic blur of a linen napkin and the warm, ambient glow of a bistro setting.	long text	Basic	source:long_text.jsonl
High-contrast, black-and-white photograph taken at an outdoor concrete skatepark. The image captures a lone figure, likely a skateboarder, positioned at the top edge, or coping, of a large skate ramp. The individual is in a dynamic, crouched pose, leaning forward with their body weight shifted, as if in preparation to drop into the bowl below or having just completed a maneuver. They are dressed in functional attire suitable for skating: a dark hoodie or jacket, a baseball cap, light-colored pants, and clearly visible dark protective knee pads. The most prominent and dramatic feature of the photograph is the interplay of brilliant light and deep shadow. Cast across the sun-drenched, curved surface of the ramp are the long, sharply defined shadows of several people. These four or five elongated human silhouettes stand in a neat row, their forms stretched and distorted by the concave shape of the concrete structure. These shadows imply the presence of a group of spectators or other skaters standing just out of the frame, their ghostly presence dominating the lower portion of the image and adding a sense of community or observation to the solitary figure's moment. The composition is graphically powerful, utilizing the strong diagonal and curved lines of the ramp's architecture and the shadows to create a sense of depth and energy. The background is minimalistic, featuring a vast, bright, and cloudless sky that provides a stark contrast to the darker elements in the scene. A thin, dark line of distant foliage sits on the horizon. The choice of monochrome strips the scene of all color, focusing the viewer's attention on the fundamental elements of shape, form, texture, and the dramatic tension between light and shadow.	long text	Basic	source:long_text.jsonl
Dynamic long-exposure photograph taken on the famous Ä°stiklal Avenue in Istanbul, Turkey. The central focus of the image is an iconic, vintage-style red tram, sharply detailed against a softly blurred background. The tram, marked with the route "TAKSÄ°M - TÃœNEL" and the number 3, is a historic symbol of the city, known as the T2 nostalgic tramway. It is painted a brilliant crimson red with white accents and features a classic design with a single large headlight. Inside, the silhouette of the driver can be seen operating the vehicle. The tram runs on tracks embedded in the wide, pedestrianized street, which is paved with large, cool-toned grey and blue paving stones. The street is flanked by magnificent, multi-story buildings that showcase late Ottoman-era architecture, featuring a mix of Neoclassical and Art Nouveau styles.These ornate facades, with their detailed carvings and large windows, are bathed in a warm, golden sunlight, suggesting the photo was taken during the "golden hour" of late afternoon or early morning. Stretched across the avenue are elegant, white, circular decorations, adding a festive and decorative element to the scene. A small red Turkish flag is visible hanging amongst these overhead adornments. The most striking artistic element of the photograph is the use of motion blur. The crowds of people in the foreground and along the sides of the street are rendered as indistinct, fluid shapes of color and movement. A prominent figure in a red dress is blurred in the right foreground, creating a colorful echo of the tram itself. This photographic technique masterfully conveys the bustling energy and constant flow of life on the avenue, while simultaneously making the historic, slow-moving tram appear as a timeless and steady anchor in the heart of the city's chaos. The contrast between the sharp, warm-toned tram and buildings, and the cool, blurred motion of the foreground, creates a powerful sense of depth and atmosphere, capturing the unique character of Istanbul where history and modernity coexist.	long text	Basic	source:long_text.jsonl
Night view of the iconic New York City skyline, featuring the Brooklyn Bridge and the illuminated skyscrapers of Lower Manhattan. In the foreground, the dark, rippling waters of the East River reflect the city's dazzling lights.The reflections are rendered as soft, painterly streaks of blue, white, and yellow, an effect characteristic of a long-exposure photograph which smooths the water's surface and intensifies the light. Dominating the composition, the Brooklyn Bridge angles across the frame from the right foreground to the middle left. Its majestic stone support tower, with its distinctive Gothic arches, stands as a powerful silhouette against the brighter city behind it. The intricate web of the bridge's suspension cables is elegantly traced by strings of bright, warm lights, guiding the eye across the image and towards the Manhattan skyline. The background is a dense forest of illuminated skyscrapers that make up the financial district of Lower Manhattan. Towering above all others is the modern, sleek form of the One World Trade Center, its spire reaching into the deep blue night sky and its facade glowing with a cool, blue light. Surrounding it, countless other buildings create a mesmerizing tapestry of light, with thousands of windows shining like stars, testifying to the city's ceaseless energy. The sky above is a deep, dark indigo, providing a dramatic contrast that makes the city lights appear even more brilliant and captivating.	long text	Basic	source:long_text.jsonl
A first-person point-of-view shot from behind a scuba mask, capturing the serene reality of a dive over a sunlit coral reef. I am perfectly buoyant, hovering weightlessly at about 40 feet, with the only sounds being the rhythmic hiss of my regulator and the soft fizz of my own silvery bubbles rising up the right side of my view. In the lower-left corner, the edge of my dive computer is just visible, a grounding detail in this alien world. The water is crystal clear, yet alive with tiny, glittering particles of marine snow dancing in the gentle current. Bright, heavenly shafts of sunlight pierce the surface, illuminating a bustling reef below. Directly in front of me, a magnificent Green Sea Turtle glides effortlessly, its ancient, wise eye calm and observant. The intricate, mosaic-like scutes of its shell are a patchwork of olive and gold, and its leathery skin wrinkles softly at its neck and flippers, which propel it with slow, powerful strokes. The reef itself is a vibrant metropolis of life, with fields of branching staghorn coral next to massive, convoluted brain corals. Delicate purple sea fans sway in unison with the current over a bright, white sand bottom. In the background, a school of vivid yellow and blue Parrotfish creates a distant crunching sound as they nibble on coral, while a family of Clownfish cautiously peeks from the waving tentacles of a sea anemone. Further in the blue-green haze of the mid-water, a trio of sleek, silver Barracuda hangs motionless, silent observers to this peaceful, awe-inspiring scene.	long text	Basic	source:long_text.jsonl
Sleek skyscrapers soar into the clear blue sky, their mirrored facades gleaming with reflections of sunlight and the surrounding cityscape. Each building is adorned with lush, cascading green canopies that spill over balconies and terraces, creating a striking blend of urban architecture and natural beauty. These vertical forests stand as living embodiments of sustainable design, where mirrored glass panels and dense foliage intertwine in a seamless, fractal-like pattern. The buildings rise majestically against a backdrop of a sprawling city, hinting at a future where nature and technology coexist harmoniously. Below, a dense expanse of trees and winding pathways connect the structures, while the distant skyline reveals a mix of traditional and modern architecture, suggesting a vibrant metropolis in transition. The overall composition conveys a sense of hope and serenity, showcasing the infinite possibilities of integrating greenery into urban environments and reimagining the relationship between humanity and the natural world.	long text	Basic	source:long_text.jsonl
Surreal and ethereal, a golden staircase spirals upward through a dreamlike expanse of billowing clouds, its steps glowing softly against the deep, inverted ocean below. Fish with shimmering, gilded scales glide effortlessly alongside the staircase, their forms defying gravity as they navigate this fantastical landscape where sky and sea merge seamlessly. The composition is anchored by the central staircase, which winds serpentine through the clouds, drawing the eye upward toward a radiant, sunlit horizon. The surrounding clouds are dense and textured, creating a sense of depth and mystery, while the fish, scattered throughout the scene, add a touch of whimsy and life to the otherwise tranquil environment. The overall style is a blend of photorealism and surrealism, rendered in vivid 3D detail, evoking a sense of wonder and transcendence. The interplay of light and shadow enhances the ethereal quality, with the golden glow of the staircase contrasting beautifully against the cool blues and grays of the cloud-filled sky. This imaginative tableau invites contemplation of the boundless pursuit of dreams and the infinite possibilities of the imagination.	long text	Basic	source:long_text.jsonl
Cloaked in deep black robes and hooded shrouds, two spectral figures with hollow, skeletal faces and piercing orange eyes intently study ancient tomes in a dimly lit library, their ethereal presence casting an otherworldly glow over the dusty shelves and wooden tables. The room is enveloped in a haunting ambiance, illuminated solely by a solitary overhead light that casts eerie shadows across the towering bookshelves filled with countless volumes of varying sizes and colors. The figures, their forms gradually dissolving into shadow, kneel at a weathered wooden table, their gloved hands delicately turning the pages of the open books before them. The air is thick with the scent of aged paper and forgotten knowledge, as if each story they uncover fades not just from the pages but also from their very being, erasing them further into the void of eternity. The composition is framed by the imposing symmetry of the bookshelves, creating a sense of confinement and mystery, while the glowing eyes and skeletal features of the figures evoke a haunting cyberpunk aesthetic infused with digital artistry. The overall atmosphere is one of solemn reverence and supernatural intrigue, as these ghostly librarians weave tales from the whispers of forgotten lore, their existence tethered to the stories they unravel.	long text	Basic	source:long_text.jsonl
Whimsical and enchanting, four cozy bears gather under a serene night sky, their forms illuminated by the soft, golden glow of a crescent moon and the twinkling stars scattered across the deep blue expanse. Seated on a snowy field, the bears are arranged in a semi-circle, each holding a stringed instrument: one bear cradles a cello, another strums a violin, a third plucks at a harp, and the fourth delicately rings glass bells. Their fur is a rich brown, contrasting beautifully with the cool tones of the moonlit landscape. The bears appear calm and focused, their expressions suggesting a deep connection to the music they create. The composition is balanced, with the crescent moon positioned centrally above them, drawing the viewer's eye upward and enhancing the magical atmosphere. The stars twinkle brightly, adding a sense of wonder and tranquility to the scene. The overall style is a charming digital illustration, blending realism with fantasy to evoke a sense of harmony and enchantment. In the bottom right corner, the artist's signature reads "Renuka Laps," subtly acknowledging the creator's hand in this celestial tableau. The image captures a moment of peaceful creativity, where the bears' melodies seem to weave a celestial tapestry, summoning constellations and dreams from the quiet embrace of the cosmos.	long text	Basic	source:long_text.jsonl
Suspended gracefully above the tranquil expanse of a deep blue ocean, a majestic white castle with numerous spires and turrets commands attention, its ethereal presence defying gravity as it hovers serenely. The castle's pristine architecture, rendered in crisp white stone, stands in stark contrast to the vivid azure of the surrounding sea, which mirrors its silhouette perfectly, creating a mesmerizing reflection that shimmers like a mirage beneath the glassy waves. In the foreground, a small sailboat drifts peacefully, bearing two figures who appear minuscule against the grandeur of the castle, adding a touch of human scale and intimacy to the scene. The sky above is a clear, soft blue, dotted with fluffy white clouds that enhance the dreamlike quality of the setting. The overall composition is harmonious, with the castle's imposing structure balanced by the gentle undulations of the water and the serene horizon line, evoking a sense of wonder and tranquility. The image, crafted in a surreal 3D-rendered style, invites viewers into a fantastical world where conversations might ripple through the air without disturbing the calm surface, blending reality with imagination in a captivating display of artistic vision.	long text	Basic	source:long_text.jsonl
Perched serenely on the ornate hands of a grand, vintage-style clock, three pigeons create a surreal and harmonious blend of nature and time. The clock, adorned with elegant Roman numerals (I, II, III, IV, V, VI, VII, VIII, IX, X, XI, XII), features golden accents and a classic design that exudes timeless elegance. One pigeon rests gracefully on the hour hand near the numeral XII, while two others sit together in a nest of twigs positioned at the base of the clock face, defying gravity with a whimsical touch. The nest, composed of straw and branches, adds a natural element to the otherwise mechanical structure, symbolizing life's resilience amidst the passage of time. The composition is further enriched by the intricate details of the clock's mechanism, including the central gear and the golden hands that point precisely to the hours. This surreal digital artwork masterfully combines realism with fantasy, evoking a sense of tranquility and wonder as the pigeons' coos seem to weave a symphony of serenity against the backdrop of an ever-ticking clock. The overall effect is both enchanting and thought-provoking, inviting viewers to contemplate the delicate interplay between the rhythms of life and the relentless march of time.	long text	Basic	source:long_text.jsonl
Vibrantly showcasing a love for London, this white t-shirt from Anglotees features a charming composition centered around iconic symbols of the city. At the top, the phrase "MY HEART LIVES IN" is boldly printed in black, setting the tone for the design. Below, a series of familiar London landmarks and symbols are meticulously arranged: a classic red double-decker bus on the left, the iconic Big Ben clock tower in the center, and a vintage red-and-white bus on the right. These elements are complemented by multiple Union Jack flags scattered throughout, symbolizing British pride, and a prominent red heart positioned centrally, emphasizing affection for the city. The word "LONDON" is prominently displayed at the bottom in large, bold letters, tying the design together. The background features a partial depiction of the British flag, enhancing the patriotic theme. The overall style is bright, cheerful, and nostalgic, capturing the essence of London's charm and cultural identity. Additional branding elements include the Anglotees logo in the top left corner and a small graphic in the bottom right corner, indicating collaboration with "THANATS & SETS." This t-shirt is a vibrant celebration of London's iconic imagery and national pride.	long text	Basic	source:long_text.jsonl
Wiring diagram for a ThermonTiic Crosyceuples thermostat, presented in a clean, minimalist vector-style format, illustrates the precise connections required when utilizing an ACC0436 "Two-Wire" kit to power the device. The diagram features a central circuit box with labeled terminals including Y, W, H, R, and T, alongside additional connections marked MP and CA at the top. Key components such as "Mem Wivol" are highlighted, with yellow wires connecting various terminals to ensure proper functionality. The layout is organized with clear lines and labels, emphasizing the importance of correct wiring for HVAC troubleshooting and setup. The bottom text explicitly recommends the use of the ACC0436 "Two-Wire" kit, providing a practical guide for technicians and installers working on thermostat installations. The overall style is technical and high-definition, designed to facilitate easy comprehension and accurate execution of the wiring process.	long text	Basic	source:long_text.jsonl
Vibrant and picturesque, the streets of Galway City come alive with a dazzling array of colorful buildings painted in bold hues of red, green, blue, yellow, and purple, each structure standing out against the clear blue sky. The narrow road, flanked by these cheerful facades, is lined with neatly placed potted plants that add a touch of greenery to the lively scene. Hanging from the buildings are various eye-catching signs, including "Twice as Nice," "Wooden Heart," "Mushuck," "Claddagh KMS Museum," and "Woodend Mixed Hostel," each contributing to the charm and character of the area. Pedestrians can be seen strolling leisurely along the street, their figures small but adding a sense of scale and activity to the vibrant setting. The composition draws the viewer's gaze down the street, where the colors and signs create a harmonious blend of culture and creativity, perfectly capturing the essence of Galway's inviting and welcoming atmosphere. This photorealistic depiction, rich in detail and color, evokes a sense of warmth and joy, making it a quintessential representation of the city's unique charm.	long text	Basic	source:long_text.jsonl
A hand firmly grips a sleek BlackBerry smartphone, prominently displaying its vibrant home screen filled with a variety of colorful app icons, including recognizable applications such as Facebook, Google Chrome, and others. The device's display shows the current time as 12:21 PM and the day as Friday, with additional details like signal strength, battery level, and Wi-Fi connectivity visible at the top. The home screen is organized into a grid layout, featuring apps for social media, productivity, communication, and entertainment, each represented by distinct and easily identifiable icons. At the bottom of the screen, the website "www.hwcal.com" is displayed, along with the BlackBerry logo, reinforcing the brand identity. The background is softly blurred, drawing attention to the phone's interface, which is sharp and clear, highlighting the device's modern design and user-friendly layout. The overall composition emphasizes the smartphone's functionality and aesthetic appeal, set against a neutral, out-of-focus backdrop that enhances the focus on the device itself.	long text	Basic	source:long_text.jsonl
Resource Pools diagram illustrates a structured allocation system within a DRS cluster, categorizing resources into distinct groups: Developers, Testers, and Other. The composition features a series of interconnected nodes and cascading arrows, representing the flow of resource assignments across different CPL (Cluster Profile Level) versions and RAM allocations. Each category is visually represented by icons and labels, such as laptops labeled "Sales" and "Androart Octors," symbolizing specific roles or functions. The Developers category includes two nodes, one labeled "CPL 1.7.5 RAM" and another "CPL 1.3.0 RAM," while the Testers category shows "CPL 1.9.0 RAM." The Other category highlights "CPL 1.2.0 RAM." Below these primary nodes, additional layers of resource allocation are depicted, with further CPL versions like "CPL 1.0.0 RAM," "CPL 1.0.8 RAM," "CPL 1.0.5 RAM," and "CPL 1.2.0 6TM," each connected through arrows and icons, suggesting a hierarchical distribution of resources. The diagram employs a clean, minimalist design with blue and green tones, emphasizing clarity and organization, and uses dashed lines to differentiate between primary and secondary resource pools. This visual representation underscores the systematic approach to managing and distributing computational resources within a cluster, highlighting the interplay between efficiency and functionality.	long text	Basic	source:long_text.jsonl
Atlantis Queen slot machine presents a captivating underwater adventure with its vibrant and whimsical design, featuring a 5x3 grid filled with colorful symbols including letters J, K, Q, A, and L, alongside playful fish icons. Set against a deep blue backdrop adorned with mythical aquatic elements such as statues and coral, the interface exudes a retro-inspired charm with high-definition detail and cartoon-style visuals. The top banner proudly displays the title "ATLANTIS QUEEN," while the bottom panel offers functional controls labeled 'DIO,' 'LINES 102,' 'BET 23,' and a prominent 'SPIN' button, inviting players to explore the mysteries of the mythical aquatic kingdom. The overall aesthetic blends fantasy and nostalgia, creating an immersive gaming experience that transports players into the depths of an enchanted underwater world.	long text	Basic	source:long_text.jsonl
Line graph illustrating the performance trends of European steel groups, including SS4B, ArcelorMittal, ThyssenKrupp, and Salzgitter, against broader market indices such as the FTSE Eurofirst 100 and SS4B itself, from 2007 to July 2020. The graph features five distinct lines, each representing different entities: SS4B (in orange), ArcelorMittal (in white), ThyssenKrupp Salzgitter (in light blue), FTSE Eurofirst 100 (in gray), and another unnamed index labeled as "SS4B" (in dark blue). The x-axis spans a timeline marked with key dates, including "2007.E," "2011," "2107.17," "2017," "1109.28," "2017," "2015," "2017," and "S2115," while the y-axis measures performance on a scale from 0 to 180. The data reveals a consistent upward trend for SS4B, which shows a dramatic increase since 2007, peaking at around 120 by the end of the period. In contrast, the performance of European steel groups, particularly ArcelorMittal and ThyssenKrupp Salzgitter, remains relatively stagnant or modestly increasing, indicating underperformance compared to broader indices like the FTSE Eurofirst 100. The graph is set against a dark background with white gridlines and labels, emphasizing clarity and readability. The source is credited to "FTSE Eurofirst 300, July 2020," and the logo "Onficritans" is visible in the bottom right corner, suggesting the creator or publisher of the visualization. This composition effectively highlights the disparity in performance between European steel groups and the broader market, underscoring the theme of underperformance over the observed timeframe.	long text	Basic	source:long_text.jsonl
Dynamic and vibrant, the comic book cover for *Clash of the Titans* by Aunto Demine bursts with energy and excitement. Four superheroes, two men and two women, stand defiantly against a radiant, sunburst backdrop, their bold costumes and confident poses exuding readiness for an epic confrontation. The central figure, a muscular male superhero in a blue suit with a yellow lightning bolt emblem and a flowing orange cape, commands attention with his powerful stance. Beside him, a female superhero with dark hair and a black and yellow costume strikes a poised pose, while another female character with red hair and a blue and white suit mirrors her confidence. In the foreground, a smaller male superhero in a white and green suit crouches dynamically, gripping the larger man's hand, symbolizing teamwork and unity. The background radiates golden light, emphasizing the mythic scale of their mission. The cover art, rendered in classic DC Comics style with striking digital illustration and dramatic lighting, features bold text reading "AUNTO DEMINE CLASH OF THE TITANSâ„¢," along with issue details "01-5" and additional text referencing "CERAT.TH," "5 JOUENTA," and "8 THINGINA." The composition masterfully combines vibrant colors, dynamic poses, and a sense of impending action, capturing the essence of a heroic team poised to face a titanic challenge.	long text	Basic	source:long_text.jsonl
Prominently displayed in a clean, minimalist layout, the promotional advertisement highlights two Samsung UHD TVs, each emphasizing advanced features and significant savings. On the left, a sleek, flat-screen Samsung Smart UHD TV with Motion Rate 120 is showcased against a dark background, featuring abstract blue waves that accentuate its high-definition display capabilities. The text clearly states a "$50 OFF" discount, targeting models like Spriong Ceed, Hero + res + UHD TV, and Ses 2V. On the right, a vibrant image of a curved 65-inch Samsung TV displays a breathtaking coastal scene with cliffs and a clear blue sky, underscoring the immersive viewing experience. This model also offers a "$50 OFF" deal, specifically highlighting the Nala's Sarreere | 6V* with Motion U20, along with additional features such as Courfad + PoC Resl TV and ue+2V. Both sections are neatly organized with bold headings and bullet points, ensuring clarity and ease of understanding for potential customers. The overall design is professional and straightforward, leveraging high-quality visuals and concise text to effectively communicate the value proposition of these premium Samsung TVs.	long text	Basic	source:long_text.jsonl
Whimsical and vibrant children's book covers are arranged in a grid format, showcasing six colorful titles centered around imaginative monster characters. The top row features "One Hungry Monster" by Adriboskin Icane, depicting two cheerful monsters near a tree; "Glad Monster, Sad Monster" by Prina Wild Conus, illustrated with a blue monster surrounded by sunflowers; and "Nibbles the Book-Monster," showing a green monster holding a book against a bright yellow background. The bottom row includes "Monster" by Tim Lave, with two smiling monsters on a green backdrop; "No I bry a und'a~" by Joby M. Covel, featuring three quirky monsters in various colors; and "Monster Needs a Costume," illustrating a blue monster with a carrot antenna and starfish arms. The central text, "22 Monsters Counting: Book and a Counting Scit-Dites," ties the collection together, emphasizing the theme of counting and creativity. Each cover employs playful, cartoonish illustrations with bold colors and expressive monster faces, inviting young readers into a fantastical world where imagination and learning intertwine. The overall composition is lively and engaging, designed to captivate and entertain.	long text	Basic	source:long_text.jsonl
Nine world leaders stand in a single row on an outdoor wooden stage. The mood is formal and professional. The setting is a scenic mountain location on a bright, sunny day. The composition is balanced, with the leaders in the lower third and a vast mountain landscape filling the upper two-thirds of the frame. The background is dominated by a majestic and dramatic range of jagged, rocky mountains. The peaks are sharp and grey, with patches of snow visible in the crevices. The lower slopes of the mountains are covered in dark green coniferous forests. Above the mountains is a bright blue sky filled with fluffy, white cumulus clouds. The natural lighting is bright and clear, suggesting it is midday. Between the stage and the mountains, there is a manicured green lawn and a line of evergreen trees, including pine and fir trees, which adds a layer of depth to the scene. The leaders are standing on a wide, light-brown wooden platform or stage constructed from horizontal planks. The front of the stage has text printed in a clean, white, sans-serif font that reads: "G7 2025 KANANASKIS". The Canadian maple leaf symbol is placed between "G7" and "2025". The leaders are pictured against the backdrop of the Canadian Rockies. The individuals shown in this prospective family photo are, from left to right: Fumio Kishida, Prime Minister of Japan, Justin Trudeau, Prime Minister of Canada, Giorgia Meloni, Prime Minister of Italy, Emmanuel Macron, President of France, Olaf Scholz, Chancellor of Germany, Donald Trump, as President of the United States, Rishi Sunak, Prime Minister of the United Kingdom, Charles Michel, as President of the European Council, and Ursula von der Leyen, President of the European Commission.	long text	Basic	source:long_text.jsonl
Football players exuberantly celebrate their triumph at the Camellia Bowl, proudly displaying their championship status by holding a white sign emblazoned with "CAMELLIA BOWL CHAMPS" in bold maroon letters, accented by a green stitched design. Dressed in matching navy blue uniforms adorned with gold numbering and detailing, including visible jersey numbers such as 42, 3, 11, and 16, the team stands in a tightly-knit group formation on a grassy football field, their camaraderie and joy palpable through broad smiles and confident poses. The backdrop reveals a cloudy sky and distant stadium structures, situating the celebration within the context of a post-game event. The composition emphasizes unity and achievement, with each player contributing to the collective display of pride and accomplishment, capturing the essence of teamwork and victory in a vivid, photorealistic style.	long text	Basic	source:long_text.jsonl
Overview map showcasing a detailed layout of six distinct infrastructure projects--PROJECT #2, PROJECT #3, PROJECT #5 (appearing twice), PROJECT #8, and BRURTY#5--along the 44th Ave East corridor. The map features a grid-like street pattern intersected by major roads, including 30th Ave, 38th Ave E, 57th Ave E, and Conbled, alongside highways 39, 52, and 54. Each project is marked with numbered indicators (1 through 6) and color-coded labels in green, orange, and blue, providing clear visual distinctions. Key locations such as Zahne, Martini/nr, AVI60tt, and Cas/N are labeled, while additional landmarks like Caruso Rd and Combr Bv are noted for context. The map employs a clean, schematic style with minimalistic design elements, emphasizing clarity and organization to highlight the spatial relationships between the projects and surrounding areas. The inclusion of highway markers and street names enhances the navigational utility of the map, making it a comprehensive resource for understanding the scope and location of these development initiatives.	long text	Basic	source:long_text.jsonl
